asset_group,bucket,vm_shard,total_rows,v8_rows,v_lt_8_rows,null_rows,schema_versions_seen
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fcb2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fcd3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fcd7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fd31.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fd65.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fd6d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fdd6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fdee.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fdf5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fdfb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fe66.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fe9d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-feac.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-fecc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ff4b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ff60.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ff95.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ff9e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28482-ffbf.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-1e6d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-2b23.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-2b5a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-3091.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-32af.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-39e5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-40a9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-4561.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-6d84.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-7dce.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-93a1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-b5b6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-b85a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-c8ac.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-caa2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-d761.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-ea45.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-28500-ff64.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-062d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-0631.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-0adc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-0c28.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-0d53.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-0d94.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-0e58.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-0ef8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1063.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1102.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1547.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1563.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1577.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-16aa.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-175f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1b7c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1c5e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1e49.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-1f42.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-2085.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-210d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-2112.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-211c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-219f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-21bb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-2226.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-22d1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-22f7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-24e1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-2508.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-2e66.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-2fce.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-32d3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-33e1.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-341f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-3685.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-37ce.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-3e98.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-3ea4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4097.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-40fb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-41e3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4246.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-43ec.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-440d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4662.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-477e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4803.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-48c7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-492a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-497e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-49c6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4a45.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4a60.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4aa7.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4cb5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4d98.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4f33.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-4fcf.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-5051.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-50e3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-516c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-51dd.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-5263.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-5268.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-53f5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-5422.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-5631.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-580a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-5836.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-588d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-5a20.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-5ae9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-6066.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-610a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-612c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-6313.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-6331.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-633f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-63d9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-642d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-646d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-64ad.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-6512.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-660f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-66a9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-67c9.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-6dad.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-701b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-7109.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-724e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-7778.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-7aeb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-7ba5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-7c4d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-7d26.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-7e9a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-80f6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-81f4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-83ba.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-83f4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8440.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8660.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8ce8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8d99.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8dbb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8dfa.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8e3f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8e55.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8f74.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-8fe5.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-913c.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-962d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-96bf.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-96de.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-9708.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-99ba.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-9a0a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-9b84.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-9f32.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-a089.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-a108.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-a14d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-a880.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-a89b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-a9fe.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-aa9d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-ac3e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-af6f.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b00e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b14a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b1cc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b2c4.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b413.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b41d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b5ae.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b6a3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b6cc.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b899.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-b951.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-bc07.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-beb2.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-c007.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-c2a8.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-c659.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-cc07.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-ccaa.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-cde0.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-cfb6.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-cffe.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-d0eb.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-d166.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-d21a.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-d305.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-d5c0.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-d61e.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-d688.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-d913.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-db2b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-ddb3.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-e295.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-e85d.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-e90b.parquet,1,0,1,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,local-46448-e91b.parquet,1,0,1,0,6
